贾政便,22,21.823950,1.500000,3.663533,5.163533,112.688682
贾政回家,7,50.216746,2.584963,1.584963,4.169925,209.400066
贾政听,58,57.535869,1.000010,1.427276,2.427286,139.656030
贾政等,23,22.815948,2.617492,4.088779,6.706272,153.009949
贾政不,18,17.855959,2.750000,3.503258,6.253258,111.657926
贾政又,27,26.783939,2.321928,4.032303,6.354231,170.191344
贾政进内,5,176.677062,2.000000,1.921928,3.921928,692.914731
贾琏,770,24.805569,5.873293,6.247722,12.121016,300.668694
贾琏又,21,27.023873,1.584963,3.880180,5.465142,147.689313
贾琏的,16,20.589617,3.180833,3.875000,7.055833,145.276901
贾琏贾蓉,5,26.358256,1.500000,2.321928,3.821928,100.739360
贾琏听,30,38.605532,1.000010,1.724707,2.724717,105.189148
贾琏在,17,21.876468,3.277613,2.813846,6.091460,133.259622
贾琏在外,7,42.621300,2.000000,2.807355,4.807355,204.895718
贾琏便,20,25.737022,1.584963,3.921928,5.506891,141.730963
贾琏一,20,25.737022,2.807355,3.784184,6.591539,169.646573
贾母,1675,53.960167,5.433668,6.157327,11.590995,625.452045
贾母笑,134,32.214760,2.419382,1.146846,3.566228,114.885164
贾母因问,17,58.744671,1.000010,3.121928,4.121938,242.141896
贾母等,69,16.588197,3.821928,5.274817,9.096745,150.898608
贾母等都,7,47.976520,1.584963,2.521641,4.106603,197.020526
贾母这边,24,93.061045,2.887919,2.170951,5.058869,470.783645
贾母这边来,12,183.878974,1.483356,1.584963,3.068318,564.199212
贾母房中,19,50.408725,1.929093,2.750000,4.679093,235.867110
贾母与众人,7,91.617652,1.521928,1.664498,3.186426,291.932858
贾母那边,21,35.732052,2.323220,3.375000,5.698220,203.609084
贾母王夫人,70,19.243890,4.853118,4.613742,9.466860,182.179223
贾母王夫人等,15,19.665766,3.182006,3.277613,6.459619,127.033360
贾母带着,5,25.678998,1.584963,2.321928,3.906891,100.325036
贾兰也,6,170.973061,1.500000,2.251629,3.751629,641.427521
贾芸进,9,170.973061,2.128085,1.435521,3.563606,609.280588
贾芸进来,5,35.606767,1.370951,1.584963,2.955913,105.250510
贾芸便,6,118.003441,1.000010,2.584963,3.584973,423.039090
贾芸一,8,157.337921,2.251629,2.750000,5.001629,786.945935
贾芸来,5,98.336201,2.321928,2.000000,4.321928,425.001988
贾妃看,5,50.711849,1.000010,1.921928,2.921938,148.176882
贾环贾,18,170.973061,3.334679,1.208649,4.543328,776.786710
贾环贾兰,14,137.415492,2.846439,3.182006,6.028445,828.401759
贾环见,10,170.973061,1.000010,2.646439,3.646449,623.444605
贾环等,6,140.583301,2.321928,2.584963,4.906891,689.826878
贾环听,11,170.973061,2.000000,1.277613,3.277613,560.383601
雨村,187,1722.911937,4.284005,6.004683,10.288689,17726.504469
雨水,10,92.134328,1.770951,2.521641,4.292591,395.495009
村庄,13,566.851579,2.653544,2.441630,5.095174,2888.207526
村庄上,5,1345.969242,1.370951,1.921928,3.292879,4432.113433
风尘,7,168.555293,2.584963,2.521641,5.106603,860.744990
风俗,10,102.406336,3.121928,2.321928,5.443856,557.485366
风月,18,40.344232,3.852169,3.625000,7.477169,301.660629
风流,55,437.512783,5.383114,4.855790,10.238904,4479.651188
风寒,14,216.923334,2.950212,2.321928,5.272140,1143.650222
风光,11,73.686364,3.277613,2.750000,6.027613,444.152915
风筝,18,1603.683221,3.281036,3.251629,6.532665,10476.325697
风雨,13,75.948568,3.121928,3.546594,6.668522,506.464670
风闻,5,36.070248,2.321928,1.370951,3.692879,133.203050
风吹,11,288.243716,3.121928,3.027169,6.149097,1772.438632
风声,25,59.002326,3.555085,2.807355,6.362440,375.398752
风炉,6,213.824429,2.251629,2.584963,4.836592,1034.181454
风露,5,71.274810,2.000000,2.321928,4.321928,308.044603
风波,7,890.935123,2.521641,2.584963,5.106603,4549.652092
尘世,5,156.093755,2.321928,1.370951,3.692879,576.435300
尘埃,5,11582.156595,1.921928,1.000010,2.921938,33842.344576
尘缘,9,755.358039,2.947703,2.584963,5.532665,4179.143195
怀中,10,43.157376,2.446439,2.321928,4.768367,205.790225
怀内,12,100.415479,2.450826,2.321928,4.772754,479.258370
怀里,22,30.919988,3.663533,3.180833,6.844366,211.627709
怀古,13,391.800923,3.546594,2.000000,5.546594,2173.160477
闺阁,21,4234.981494,4.021928,3.121928,7.143856,30254.098758
闺阁中,8,199.616116,3.000000,3.000000,6.000000,1197.696694
闺中,5,50.925703,2.321928,2.321928,4.643856,236.491643
此时,183,47.750013,5.022663,6.425313,11.447976,546.640985
此时也,9,19.977476,2.251629,2.947703,5.199332,103.869530
此系,9,28.323846,1.584963,2.641604,4.226567,119.712625
此机会,7,45.843538,1.148835,2.321928,3.470763,159.112054
此刻,28,75.172293,2.750000,4.467720,7.217720,542.572573
此处,26,15.769165,3.323231,4.142664,7.465896,117.730942
开口,15,26.463474,3.521641,2.251629,5.773270,152.780775
开了,121,213.472023,5.864921,5.298011,11.162931,2382.973527
开一,14,24.699242,2.985228,2.403677,5.388906,133.101885
开恩,14,24.699242,2.751629,3.169925,5.921554,146.257902
开眼,26,45.870022,1.613715,2.967065,4.580780,210.120465
开的,19,33.520400,3.431624,3.456565,6.888188,230.894830
开门,35,61.748106,4.438067,3.849224,8.287291,511.724534
开手,21,37.048864,1.363008,2.287784,3.650792,135.257696
开心,16,28.227706,3.750000,2.405639,6.155639,173.759567
第一,52,955.249884,4.058657,3.927694,7.986351,7628.961121
第一件,9,161.162107,2.128085,2.641604,4.769689,768.693199
第一个,12,32.232421,3.000000,3.418296,6.418296,206.877215
第二,71,1304.283495,3.978334,3.659590,7.637923,9962.017109
第二个,8,38.086107,2.584963,2.750000,5.334963,203.187953
第二日,9,42.846870,1.921928,3.169925,5.091853,218.169970
第二天,10,47.607634,2.251629,3.169925,5.421554,258.107365
第三,27,495.995132,3.546594,3.884155,7.430749,3685.615162
第四,12,220.442281,1.584963,3.418296,5.003258,1102.929679
第五,8,146.961521,2.321928,2.807355,5.129283,753.807232
第七,5,91.850950,1.584963,1.370951,2.955913,271.503427
第十,10,183.701901,2.321928,2.646439,4.968367,912.698542
一番,83,44.105650,4.362818,5.194236,9.557054,421.520060
一一的,31,20.744175,4.235926,3.999047,8.234973,170.827721
一段,29,37.955264,3.624380,3.852498,7.476877,283.786849
一段故事,5,75.146391,1.370951,1.584963,2.955913,222.126201
一时,446,14.519204,5.814747,6.822020,12.636767,183.475795
一时不,16,14.572509,3.459432,3.750000,7.209432,105.059505
一时想不起,5,78.209594,1.921928,1.370951,3.292879,257.534705
一时半刻,7,75.146391,2.807355,1.921928,4.729283,355.388551
一块,91,39.946919,4.716693,4.622826,9.339519,373.085009
一块石,5,60.600248,2.321928,1.921928,4.243856,257.178737
一块儿,19,72.720297,3.239098,3.725481,6.964578,506.466218
一点,150,14.806282,5.269382,4.230913,9.500295,140.664047
一点儿,53,60.221496,4.576060,4.137668,8.713728,524.753713
一点儿不,7,20.218447,2.807355,2.807355,5.614710,113.520713
一点子,17,25.755105,3.124844,3.664498,6.789341,174.860201
一点不,6,49.266986,2.000000,2.584963,4.584963,225.887283
一首,52,17.093565,3.871040,4.373551,8.244591,140.929457
一件,228,31.472603,4.404780,5.252497,9.657277,303.939639
一件大,17,51.510211,2.609850,2.534147,5.143997,264.968370
一件大事,7,47.820431,2.235926,2.000000,4.235926,202.563822
一件事,38,24.029316,3.152783,3.503258,6.656041,159.940119
一件是,10,72.720297,2.000000,3.121928,5.121928,372.468135
一件东西,8,22.265597,2.500000,2.321928,4.821928,107.363109
一套,22,16.029454,3.880180,3.577820,7.457999,119.547657
一遍,94,46.457902,1.534203,2.235926,3.770129,175.152289
一味,32,22.392180,3.425119,3.537230,6.962349,155.902166
一味的,11,53.328218,2.251629,3.459432,5.711061,304.560695
一把拉,19,72.720297,3.240224,1.058277,4.298501,312.588269
一把拉住,15,75.146391,3.392747,2.750000,6.142747,461.605299
一二年,12,27.270112,2.751629,2.947703,5.699332,155.421418
一家子,28,37.706821,3.375000,3.582610,6.957610,262.349365
一家子的,7,41.933567,2.807355,2.521641,5.328996,223.463794
一处,186,14.074528,4.088032,5.283655,9.371687,131.902067
一处顽,10,50.763225,2.370951,2.155639,4.526590,229.784288
一处的,14,29.943652,1.291692,2.521641,3.813333,114.185105
一处吃,11,55.839547,2.594907,1.842371,4.437278,247.775573
一干人,21,63.630260,2.849157,3.456565,6.305722,401.234708
一株,8,37.693503,3.000000,2.750000,5.750000,216.737644
一场,92,35.530761,3.871502,3.970573,7.842075,278.634908
一半是,7,39.157083,1.370951,2.807355,4.178306,163.610257
一面,825,33.053933,5.151077,6.097303,11.248380,371.803191
一面说,182,68.575617,3.277613,2.234102,5.511716,377.969305
一面又,63,38.176582,1.000010,5.165196,6.165206,235.366510
一面命人,7,48.218037,1.000010,2.807355,3.807365,183.583662
一面使人,5,75.146391,1.584963,2.321928,3.906891,293.588728
一面回头,6,50.514134,1.000010,2.251629,3.251639,164.253736
一面哭着,5,75.146391,1.584963,1.000010,2.584973,194.251354
一副,32,41.120185,2.748320,3.236700,5.985020,246.105149
一声,272,25.461837,4.345143,4.805326,9.150469,232.987750
一声儿,32,50.588033,3.715281,2.617492,6.332774,320.362557
一个,1520,18.943129,5.722105,7.469509,13.191614,249.890442
一个丫鬟,9,24.675490,2.750000,2.750000,5.500000,135.715193
一个丫头,22,13.544430,3.725651,3.794653,7.520304,101.858238
一个女孩儿,7,36.497811,2.235926,1.370951,3.606877,131.643111
一个儿子,8,35.761579,2.250000,2.000000,4.250000,151.986712
一个人,168,9.288245,5.466045,5.982024,11.448069,106.332472
一个极,7,19.619735,2.807355,2.521641,5.328996,104.553479
一个小,73,20.915260,3.900032,3.827138,7.727171,161.615781
一个小丫头,26,28.640133,2.815072,4.053661,6.868733,196.721430
一个老婆子,13,33.890824,2.653544,3.277613,5.931158,201.011823
一个月,28,20.434139,3.736441,4.103910,7.840350,160.210809
一个月的,6,23.730439,2.251629,2.251629,4.503258,106.864298
一个大夫,5,24.479653,2.321928,1.921928,4.243856,103.888125
一个男人,10,31.310996,2.725481,2.947703,5.673183,177.633022
一口咬定,5,75.146391,2.321928,2.000000,4.321928,324.777298
一口血,6,58.199594,1.918296,1.500000,3.418296,198.943430
一席话,15,72.720297,2.000000,2.004936,4.004936,291.240108
一席话说,9,75.146391,1.584963,1.446617,3.031579,227.812233
一概,76,55.374476,5.124057,3.884292,9.008349,498.832603
一概不,29,68.028665,4.084963,3.574558,7.659520,521.066924
一概不许,5,75.146391,2.000000,1.921928,3.921928,294.718742
一概都,8,64.640264,3.000000,2.750000,5.750000,371.681520
一夜,101,15.059509,3.768431,4.733380,8.501811,128.033099
一夜不,9,27.270112,3.169925,2.058814,5.228739,142.588293
一夜没,6,54.540223,2.584963,1.459148,4.044110,220.566684
一条,53,32.291309,4.453661,5.216551,9.670212,312.263803
一般,147,35.458266,5.746400,3.320657,9.067058,321.502134
一般的,15,41.954018,3.093069,3.132915,6.225984,261.205034
一般也,7,72.720297,1.921928,2.807355,4.729283,343.914868
一片,32,32.776959,3.947416,4.260333,8.207749,269.025057
一片声,6,72.720297,2.584963,1.792481,4.377444,318.329012
一封书,7,56.560231,2.128085,1.664498,3.792583,214.509375
一年的,12,20.294036,3.418296,3.022055,6.440351,130.700719
一年不,7,26.791689,2.251629,2.807355,5.058984,135.538726
一年半载,6,48.317245,1.370951,1.000010,2.370961,114.558283
一句,255,28.835530,4.357862,4.104159,8.462021,244.006862
一句话,94,35.054913,3.651382,4.494913,8.146295,285.567660
一句话没说,5,78.209594,1.000010,1.521928,2.521938,197.239754
一句话也,8,31.035403,2.251629,1.811278,4.062907,126.093963
一句也,6,33.200152,1.584963,1.792481,3.377444,112.131647
一句不,6,25.665987,1.921928,2.251629,4.173557,107.118468
一心只,5,39.632163,1.921928,2.321928,4.243856,168.193202
一位,69,17.292897,3.396823,5.395202,8.792024,152.039567
一样的,42,13.725703,3.642893,4.563856,8.206749,112.643405
一辈的,11,66.660273,3.277613,2.846439,6.124053,408.231028
一辈子,49,62.513940,4.355866,3.637431,7.993297,499.692490
一辈子的,11,37.654632,3.095795,2.921928,6.017723,226.595157
一辈子不,7,23.962038,2.584963,2.521641,5.106603,122.364621
一路,38,11.576130,4.142664,5.017536,9.160200,106.039665
一杯,71,22.808853,3.085371,3.770942,6.856313,156.384633
一步,41,16.945544,4.113925,4.073330,8.187254,138.737481
一群,23,32.510647,3.568084,2.138318,5.706403,185.518839
一群人,13,72.720297,3.026987,2.663533,5.690520,413.816277
一双,22,18.079733,3.787144,4.095795,7.882939,142.521434
一辆,9,21.202596,2.419382,2.503258,4.922640,104.372751
一行说,7,72.720297,2.000000,1.000010,3.000010,218.161620
一行哭,7,72.720297,1.584963,2.000000,3.584963,260.699539
一溜,23,29.027363,3.947703,3.162644,7.110347,206.394620
一溜烟,9,72.720297,2.251629,2.725481,4.977110,361.936900
一张,80,12.820919,4.601168,5.453188,10.054356,128.906092
一张椅,6,43.632178,2.251629,1.459148,3.710777,161.909288
一张小,6,72.720297,1.918296,2.251629,4.169925,303.238186
一会子,76,16.207456,3.247906,4.412287,7.660194,124.152252
一会儿,11,57.137377,2.281036,2.500000,4.781036,273.175861
一所房,6,62.331684,2.584963,1.251629,3.836592,239.141218
一根,32,16.154359,3.298695,4.211261,7.509956,121.318525
一则,59,12.635890,3.277613,5.196524,8.474137,107.078266
一则怕,5,72.720297,1.584963,2.321928,3.906891,284.110246
一下子,7,29.943652,2.235926,1.584963,3.820889,114.411366
一定的,15,49.582021,2.072906,3.251629,5.324535,264.001194
一定是,17,22.075805,2.500000,3.852169,6.352169,140.229235
一幅,10,39.264066,2.160964,3.121928,5.282892,207.427825
一股,18,35.337659,3.419382,3.794653,7.214035,254.927126
一盏,14,21.509880,2.753434,2.947703,5.701137,122.630774
一座,18,21.933720,2.885513,3.614369,6.499882,142.566599
一天一天的,5,78.209594,2.321928,2.321928,4.643856,363.194107
一遭,24,21.746252,3.438722,1.878478,5.317199,115.629157
一遭儿,12,62.331684,3.418296,3.169925,6.588221,410.654896
一趟,21,57.083911,2.488786,2.584963,5.073748,289.629385
一桩,5,50.482370,2.321928,1.521928,3.843856,194.046972
一万银子,5,31.310996,2.321928,2.000000,4.321928,135.323874
一齐,89,24.192705,4.760405,5.409300,10.169705,246.032668
一齐来,7,56.560231,2.000000,1.664498,3.664498,207.264842
一齐进,8,72.720297,2.521641,2.000000,4.521641,328.815052
一齐都,7,72.720297,2.251629,2.521641,4.773270,347.113600
一齐出,5,72.720297,2.000000,1.370951,3.370951,245.136530
一阵,68,57.213353,4.572462,4.500981,9.073443,519.122120
一阵心,6,72.720297,1.000010,1.251629,2.251639,163.739870
一阵风,5,72.720297,2.321928,1.921928,4.243856,308.614484
一顿,68,40.385896,4.073512,4.373796,8.447309,341.152129
一早就,8,30.619073,2.000000,3.000000,5.000000,153.095363
一吊钱,10,51.943070,2.921928,1.792481,4.714409,244.880893
一钟茶,7,56.560231,2.128085,1.792481,3.920567,221.748150
一坛,9,19.877433,2.947703,2.641604,5.589307,111.101076
一颗,10,32.125145,2.921928,3.000000,5.921928,190.242798
一迳,67,53.205015,3.823068,3.684524,7.507592,399.441529
一迳回,7,72.720297,2.000000,2.235926,4.235926,308.037824
一迳出,8,72.720297,2.000000,1.405639,3.405639,247.659086
一迳往,9,72.720297,1.500000,2.947703,4.447703,323.438269
一迳来,8,64.640264,2.321928,2.000000,4.321928,279.370575
一迳到,5,72.720297,1.584963,1.370951,2.955913,214.954880
一碗,42,17.881707,2.729541,4.159799,6.889340,123.193169
一层,40,44.172074,4.393943,4.432294,8.826237,389.873193
一班,22,20.458645,3.302723,3.321104,6.623827,135.514526
一班小戏,5,62.621992,1.370951,1.584963,2.955913,185.105168
一百,53,11.561086,4.913393,4.491585,9.404978,108.731758
一百二十,7,65.753092,2.521641,2.807355,5.328996,350.397936
一项银子,5,34.157450,1.370951,1.584963,2.955913,100.966455
一跳,62,38.437454,1.585830,1.500000,3.085830,118.611432
一棵,5,32.125145,2.321928,2.321928,4.643856,149.184553
一篇,22,26.353509,3.458525,3.213639,6.672164,175.834928
一篇话,7,56.560231,2.235926,1.000010,3.235936,183.025309
一柄,5,39.264066,2.321928,2.000000,4.321928,169.696469
一匹,8,19.496640,2.155639,3.000000,5.155639,100.517637
一跤,6,70.675319,1.792481,1.000010,2.792491,197.360209
一枝,35,22.904038,3.507257,4.160705,7.667962,175.627298
一枝花,6,39.665617,1.918296,2.251629,4.169925,165.402647
一腔,9,26.503244,2.725481,2.947703,5.673183,150.357765
一叠,14,25.370627,3.000000,1.198117,4.198117,106.508872
一叠声,9,72.720297,2.584963,2.725481,5.310443,386.176999
一肚子,13,21.485542,3.251629,2.777363,6.028992,129.536163
回来,581,14.574271,6.590369,5.388541,11.978910,174.583885
回避,24,91.942832,4.251629,1.780672,6.032301,554.626865
回避了,7,258.680579,2.521641,1.000010,3.521651,910.982625
回头看,26,49.690864,3.410417,2.330222,5.740640,285.257337
回头看见,7,51.114599,2.321928,2.521641,4.843569,247.577075
回头命,11,21.023058,2.446439,2.550341,4.996780,105.047595
回头向,13,24.845432,2.113283,3.546594,5.659877,140.622086
回头见,12,22.934245,2.725481,2.792481,5.517962,126.550287
回房,54,15.181363,4.450881,2.913024,7.363906,111.794124
回房去,23,174.348815,4.055958,2.375000,6.430958,1121.229933
回家,141,10.382448,6.116129,3.907898,10.024028,104.073941
回家去,29,46.483695,4.504706,2.836592,7.341298,341.250665
回家来,14,22.440405,2.947703,2.584963,5.532665,124.155247
回明,65,16.072193,5.001651,3.170662,8.172313,131.346994
回明贾,16,42.085676,3.324863,1.014098,4.338961,182.608093
回明贾母,12,103.348090,3.188722,2.321928,5.510650,569.515150
回明白了,5,29.374800,2.321928,1.584963,3.906891,114.764128
回明老太太,5,29.870223,2.321928,1.584963,3.906891,116.699692
回去,268,12.453845,5.908853,4.819378,10.728230,133.607713
回去告诉,9,38.307629,2.947703,2.947703,5.895406,225.839010
回至房中,18,211.498557,3.321928,2.000000,5.321928,1125.580114
回廊,9,36.941316,1.879965,1.061278,2.941243,108.653391
回廊上,6,104.341746,1.251629,2.584963,3.836592,400.316673
回了老太太,7,54.284312,2.584963,2.000000,4.584963,248.891535
回了贾母,9,47.983042,2.947703,2.321928,5.269631,252.852919
回老太太太太,6,25.828277,1.792481,2.584963,4.377444,113.061831
回复了,6,27.758233,2.584963,2.251629,4.836592,134.255236
回太太去,5,30.705843,2.321928,1.000010,3.321938,102.002909
回到房中,9,60.656500,2.584963,2.000000,4.584963,278.107776
回到怡红院,6,43.490106,2.321928,1.921928,4.243856,184.565757
回到自己,22,148.271444,3.721928,1.084806,4.806734,712.701456
回到自己房中,17,274.425446,3.456565,2.000000,5.456565,1497.420216
回过头来,10,205.090760,2.584963,3.000000,5.584963,1145.424204
回身,53,13.357922,3.902991,4.751610,8.654601,115.607487
回南去,5,211.167819,1.921928,1.000010,2.921938,617.019296
回覆,8,45.070016,2.235926,2.000000,4.235926,190.913267
回京,10,19.283312,3.321928,2.321928,5.643856,108.832240
回禀,12,54.727876,2.594907,2.521641,5.116547,280.017765
也只好,17,27.818909,2.321928,3.852169,6.174097,171.756637
也是有的,23,46.067652,3.700440,1.584963,5.285402,243.486072
也是这么,9,26.785443,1.879965,2.197160,4.077125,109.207589
也是这样,13,23.591515,3.084963,2.947703,6.032665,142.319711
也有限,5,37.895727,2.321928,1.500000,3.821928,144.834745
也不,1448,13.502145,6.400757,6.417035,12.817792,173.067694
也不知,117,15.687561,4.647928,3.623797,8.271724,129.763180
也不知是,20,34.606515,2.807355,3.584184,6.391539,221.188878
也不知道,45,24.001293,3.752963,3.807764,7.560727,181.467222
也不能,57,18.783100,5.004886,5.440362,10.445248,196.194132
也不枉,16,79.450352,1.584963,3.750000,5.334963,423.864650
也不肯,21,15.916205,3.773557,4.121928,7.895485,125.666167
也不过是,17,17.815044,3.277613,3.690117,6.967730,124.130416
也不理,31,27.562054,3.334209,2.222275,5.556484,153.148124
也不理会,10,67.640007,2.807355,1.584963,4.392317,297.096380
也不敢,125,35.225970,4.697536,5.645891,10.343427,364.357249
也不敢说,11,52.802844,2.947703,1.921928,4.869631,257.130359
也不敢言语,9,60.602829,2.807355,1.500000,4.307355,261.037895
也不敢再,6,62.758126,2.000000,2.584963,4.584963,287.743653
也不顾,13,44.985354,2.807355,3.418296,6.225651,280.063106
也不犯,9,48.940111,2.000000,2.641604,4.641604,227.160623
也不用,76,35.533396,4.001344,5.779380,9.780724,347.542339
也不容,9,23.935775,2.521641,2.058814,4.580455,109.636728
也不必,35,24.828235,3.551191,4.786426,8.337617,207.008316
也不认得,9,21.585373,2.405639,2.251629,4.657268,100.528873
也不及,12,23.671852,2.321928,3.188722,5.510650,130.447288
也不算,12,18.180074,2.521641,3.027169,5.548810,100.877774
也不懂,8,30.316582,2.500000,1.584963,4.084963,123.842100
也不答,26,29.877066,2.774243,1.105612,3.879856,115.918703
也不言语,21,39.062104,3.640224,1.584963,5.225186,204.106775
也省了,5,40.001045,1.584963,1.921928,3.506891,140.279290
也曾,32,14.683720,3.845351,4.476410,8.321761,122.194408
也就罢了,18,54.664169,3.321928,1.000010,4.321938,236.255153
也就信了,5,67.640007,1.584963,1.584963,3.169925,214.413749
也无心,9,42.802736,2.321928,3.169925,5.491853,235.066341
也无益,14,87.654465,3.521641,1.584963,5.106603,447.616564
也未必,17,41.492610,3.085055,3.690117,6.775172,281.119552
也没,292,18.179106,5.568780,4.650958,10.219738,185.785698
也没有,94,17.488829,4.845746,5.102274,9.948020,173.979218
也没有什么,14,41.696818,2.251629,3.188722,5.440351,226.845330
也没见,19,25.526041,2.807355,3.576618,6.383973,162.957547
也没什么,15,21.427005,2.000000,3.106891,5.106891,109.425372
也难,52,11.060211,4.350209,4.885533,9.235742,102.149260
也难说,7,67.201756,2.235926,1.521928,3.757854,252.534419
也十分,19,19.826605,2.967065,4.037401,7.004466,138.874780
也须得,12,33.231638,3.000000,3.188722,6.188722,205.661363
也说不出,11,35.584525,2.404010,1.277613,3.681623,131.008814
也该,78,20.793197,3.991263,5.855790,9.847053,204.751716
也着实,6,26.182502,2.321928,2.584963,4.906891,128.474675
也太多,5,30.000784,2.321928,1.584963,3.906891,117.209781
也算,47,16.362806,4.589898,3.628584,8.218482,134.477419
也算是,14,63.001646,3.169925,3.664498,6.834423,430.579888
也算不,10,51.429916,2.947703,1.960964,4.908667,252.452320
也算不得,5,43.767063,2.000000,1.921928,3.921928,171.651275
也忒,7,31.602564,2.128085,2.807355,4.935440,155.972564
也顾不得,12,99.205343,2.251629,3.251629,5.503258,545.952632
也认不,6,57.601505,2.321928,1.459148,3.781076,217.795670
也定不得,5,60.716922,1.584963,1.000010,2.584973,156.951574
也摸不着,7,40.063696,2.584963,2.128085,4.713048,188.822115
作文章,6,93.300788,2.251629,1.584963,3.836592,357.957025
作一,26,18.021251,4.083856,3.363713,7.447569,134.214516
作一首,8,122.008723,2.750000,2.321928,5.071928,618.819468
作主,49,33.963126,4.612273,3.239098,7.851371,266.657094
作个,20,13.862500,3.721612,4.121928,7.843540,108.731074
作践,22,15.248750,3.984184,3.546439,7.530623,114.832592
作了,81,56.143127,5.549347,4.381083,9.930430,557.525380
作什么,129,92.000282,4.727657,3.291012,8.018669,737.719820
作什么呢,15,28.975977,3.906891,1.000010,4.906901,142.182241
作伴儿,11,726.968639,3.095795,1.792481,4.888277,3553.623718
作的,37,25.645626,4.571861,4.323856,8.895717,228.136231
作诗,47,32.576876,4.909113,3.464235,8.373347,272.777501
作诗的,5,285.157811,1.921928,2.321928,4.243856,1210.168743
者也,13,65.960032,3.334679,2.725481,6.060160,399.728330
者为,5,25.369243,1.921928,2.321928,4.243856,107.663420
者不,10,50.738487,2.921928,2.721928,5.643856,286.360721
自己,840,324.362627,6.190735,7.175358,13.366093,4335.460887
自己的,78,90.685237,4.795272,5.727699,10.522970,954.278054
自己房中,26,137.550123,1.428953,2.584963,4.013916,552.114596
自己又,20,23.252625,3.169925,4.221928,7.391853,171.879986
自己也,45,52.318406,3.050302,3.857017,6.907319,361.379902
自己不,21,24.415256,3.392747,3.880180,7.272927,177.570383
自己便,20,23.252625,1.500000,4.084184,5.584184,129.846929
自然,313,84.801799,5.380809,5.519616,10.900425,924.375647
自然明白,5,62.935848,1.921928,1.921928,3.843856,241.916348
自然也,20,43.784071,3.238901,3.021928,6.260829,274.124594
自然也是,8,36.030455,1.584963,3.000000,4.584963,165.198285
