细想,22
疼的,22
齐全,22
生事,22
打发人去,22
快快,22
蕊官,22
回到自己,22
心想,22
主上,22
先是,21
温柔,21
便知是,21
终不,21
一味,21
手中,21
我在,21
忙起身,21
已毕,21
目今,21
即命,21
身边,21
那年,21
身体,21
认了,21
小事,21
城外,21
长了,21
不错,21
关了,21
被他,21
想是,21
睁眼,21
就罢了,21
无故,21
脱了,21
哄他,21
安静,21
一家子,21
爷的,21
这种,21
人等,21
一定,21
住下,21
我和你,21
俱已,21
学问,21
丢下,21
一件事,21
先时,21
远远的,21
就只,21
对面,21
在地下,21
由他,21
早饭,21
两银子,21
只当是,21
浑身,21
便和,21
来问,21
正经事,21
难为他,21
他还,21
走开,21
送来的,21
说出,21
点子,21
碟子,21
等人,21
三十,21
欺负,21
想毕,21
劝道,21
刚到,21
这么一,21
说了几句,21
长的,21
娘儿两个,21
见人,21
几时,21
镜子,21
人回,21
一个月,21
所有,21
情愿,21
收拾了,21
消息,21
胆子,21
吃了饭,21
体统,21
贵妃,21
办去,21
入了,21
顺着,21
明儿再,21
糟蹋,21
我虽,21
掉下,21
的名字,21
来瞧,21
信儿,21
来找,21
重了,21
真个,21
去回,21
感激,21
邢岫烟,21
何事,20
女子,20
日夜,20
八个,20
现有,20
使他,20
梦中,20
呆了,20
早又,20
长叹,20
寻了,20
夫妇,20
露出,20
承望,20
便在,20
亦是,20
祖父,20
不料,20
他家,20
举止,20
只在,20
多吃,20
便忙,20
生恐,20
了去,20
一双,20
一见了,20
房屋,20
其馀,20
有时,20
这也是,20
买卖,20
闲着,20
之心,20
带他,20
一副,20
一边,20
不到,20
去取,20
笑向,20
心上,20
作践,20
吃毕,20
又听,20
几句话,20
随着,20
走过来,20
问好,20
眼里,20
做个,20
好呢,20
谁是,20
的病,20
古怪,20
十五,20
学里,20
问我,20
骂了,20
都有,20
我的儿,20
念道,20
回房去,20
撵了,20
精致,20
院里,20
省事,20
好事,20
尚有,20
总是,20
婶娘,20
正自,20
说你,20
上夜的,20
叫道,20
翻身,20
一行,20
短了,20
送出,20
大小,20
有什么事,20
该死,20
你倒,20
里头的,20
省亲,20
稻香村,20
也只,20
蘅芜苑,20
写道是,20
真心,20
的小,20
歪在,20
有话,20
给你们,20
似有,20
害怕,20
怡红院中,20
随后,20
就把,20
不愿意,20
独自,20
哭得,20
佩凤,20
一事,19
古今,19
一段,19
功名,19
冤家,19
们去,19
啼哭,19
伤了,19
那知,19
为他,19
快请,19
奉承,19
令其,19
为人,19
且又,19
功课,19
这位,19
之中,19
元春,19
另外,19
退了,19
进城,19
内中,19
解劝,19
凡有,19
仪门,19
只管说,19
陈设,19
一根,19
微微,19
答道,19
泪痕,19
他这,19
看守,19
人多,19
游顽,19
刚至,19
不解,19
趁着,19
依旧,19
落了,19
唤他,19
后门,19
家常,19
头儿,19
影儿,19
大的,19
入画,19
歪着,19
摆上,19
都道,19
成日家,19
过于,19
有我呢,19
裙子,19
处去,19
送你,19
取来,19
弄得,19
干了,19
又没,19
私自,19
见我,19
日间,19
诰命,19
帖子,19
两处,19
歇了,19
谢恩,19
点心,19
忽有,19
可见,19
办理,19
帘子,19
哭泣,19
摸不着,19
四儿,19
往日,19
在园里,19
颦儿,19
帐子,19
听见这话,19
二姐姐,19
一块儿,19
旧年,19
又想,19
那姑子,19
向来,19
女尼,19
剩了,18
说些,18
必有,18
倒不如,18
倒还,18
从那,18
未曾,18
当年,18
一宿无话,18
得意,18
面上,18
隔着,18
平常,18
世交,18
更又,18
何况,18
上房,18
我已,18
设着,18
下面,18
三分,18
算是,18
快别,18
晓得,18
家务,18
拐子,18
好日子,18
年的,18
细问,18
谁去,18
带来的,18
也得,18
熟了,18
渐渐,18
下的,18
狗儿,18
风筝,18
珠儿,18
抽身,18
悲伤,18
你老,18
亲近,18
好处,18
到他,18
大家都,18
梳洗了,18
特来,18
宁可,18
会说话,18
抬了,18
二门上,18
东府里,18
开的,18
也就罢了,18
忽又,18
宫里,18
一手,18
同你,18
至晚,18
詹光,18
一色,18
来呢,18
脖子,18
的时节,18
脏了,18
又兼,18
红的,18
又把,18
骂我,18
不止,18
的地方,18
老实,18
你再,18
灯笼,18
找去,18
也不肯,18
是不,18
从没,18
接过,18
暗暗的,18
别叫,18
说罢,18
全了,18
配了,18
你是个,18
打算,18
送与,18
看视,18
一带,18
五更,18
虽如此说,18
怀里,18
水月庵,18
一心,18
贾政等,18
回至房中,18
睡不着,18
不受用,18
固然,18
更比,18
不出,18
糟蹋了,18
必定是,18
躺下,18
比如,18
劝慰,18
我的心,18
问起,18
猴儿,18
李宫裁,18
许了,18
洗手,18
竟没,18
说不出来,18
绣橘,18
彩屏,18
因叫,18
诗社,18
琏儿,18
李纹,18
舅太爷,18
王善保,18
夏家,18
惦记,18
张三,18
天恩,17
五百,17
远远,17
也只好,17
字迹,17
诗词,17
据我看,17
看那,17
通共,17
内有,17
便也,17
人物,17
取出,17
齐了,17
书房中,17
回避,17
不免又,17
当时,17
已有,17
不妥,17
一月,17
性命,17
打的,17
叹息,17
御史,17
俱是,17
只有一个,17
上学,17
身后,17
到家,17
管他,17
骨肉,17
之态,17
竟不能,17
遇着,17
正好,17
挂着,17
平安,17
拭泪,17
案上,17
左边,17
椅子,17
没趣,17
出气,17
孽障,17
官司,17
隔了,17
居住,17
个人,17
作个,17
伙计,17
常常,17
忙又,17
梨香院,17
素知,17
和宝,17
一股,17
过的,17
一座,17
金玉,17
掩了,17
有多少,17
辜负了,17
将那,17
自此,17
脚的,17
还记得,17
十个,17
满屋,17
似乎,17
请你,17
家下,17
我都,17
也没见,17
饭来,17
站了,17
怕你,17
这病,17
智能,17
你瞧,17
贾蓉道,17
千万,17
比你,17
和我说,17
再不敢,17
难为,17
的不是,17
难为你,17
写字,17
只觉,17
齐备,17
世兄,17
银两,17
怔怔的,17
吆喝,17
打着,17
面前,17
该罚,17
连你,17
跪着,17
东府,17
府上,17
菊花,17
来到,17
先去,17
有何,17
又哭,17
为这个,17
取去,17
头一件,17
点了,17
不论,17
皆系,17
不多时,17
要问,17
添上,17
等一,17
母女,17
别处,17
纵有,17
疼你,17
个字,17
得的,17
见他这般,17
听听,17
禁得,17
也还,17
先来,17
赶到,17
云儿,17
微微的,17
头发,17
活计,17
命将,17
每一,17
落泪,17
八月,17
逼着,17
些东西,17
房里的,17
老婆子们,17
大凡,17
你看,17
好看,17
三妹妹,17
昨晚,17
过不去,17
滴下泪来,17
不够,17
递给,17
一两,17
怪的,17
告假,17
分儿,17
保不住,17
李婶,17
更是,17
办了,17
邢大舅,17
蒋玉函,17
原为,16
不堪,16
风月,16
一套,16
朦胧,16
同我,16
已到,16
葫芦,16
三五,16
晚生,16
定是,16
常说,16
现成,16
迎上来,16
靠着,16
街上,16
差人,16
外孙女儿,16
之家,16
可有,16
以来,16
一概不,16
乱叫,16
随了,16
当中,16
拜见,16
侍立,16
不胜,16
丸药,16
迎接,16
王熙凤,16
料着,16
忙站起来,16
迎面,16
三个字,16
着实,16
现成的,16
原说,16
令他,16
三百,16
闹出事来,16
算来,16
我却,16
微笑,16
匾额,16
上上下下,16
自古,16
又与,16
钱的,16
也不枉,16
你呢,16
艰难,16
上回,16
你那,16
请大夫,16
杯酒,16
着他,16
身傍,16
又看,16
焦大,16
连个,16
趁势,16
我叫,16
家去了,16
那府里,16
真的,16
闹到,16
太医,16
去请,16
崽子,16
闹起来,16
知好歹,16
气色,16
将他,16
诊了,16
几位,16
无妨,16
往下,16
我再,16
年纪的人,16
死在,16
我看他,16
尊重,16
更衣,16
宝贝,16
刚要,16
眼见,16
少时,16
滚下泪来,16
水溶,16
骑马,16
找着,16
大喜,16
